,director_name,director_facebook_likes,actor_name,actor_facbook_likes,movie_title,title_year,movie_facebook_likes,num_voted_users,cast_total_facebook_likes,movie_imdb_link,language,country,content_rating,imdb_score,aspect_ratio,Release.Date.new,release.year.new,budget.adjusted,domestic.gross.adjusted,worldwide.new.adjusted,genreLabelName
7606,Emilio Estevez,0,Nick Cannon,593,Bobby,2006,0,38142,13528,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,English,USA,R,7,2.35,2006-11-17 00:00:00,2006,19797242.64,15898318.52,29127125.94,Romance Drama
7607,Emilio Estevez,0,Brian Geraghty,383,Bobby,2006,0,38142,13528,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,English,USA,R,7,2.35,2006-11-17 00:00:00,2006,19797242.64,15898318.52,29127125.94,Romance Drama
7608,Mark Waters,70,Monica Potter,878,HeadOverHeels,2001,613,11693,2165,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,English,USA,PG-13,5.4,2.35,2001-02-02 00:00:00,2001,23174116.84,17210696.53,17210696.53,Comedy
7609,Mark Waters,70,Ivana Milicevic,834,HeadOverHeels,2001,613,11693,2165,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,English,USA,PG-13,5.4,2.35,2001-02-02 00:00:00,2001,23174116.84,17210696.53,17210696.53,Comedy
7610,Mark Waters,70,China Chow,169,HeadOverHeels,2001,613,11693,2165,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,English,USA,PG-13,5.4,2.35,2001-02-02 00:00:00,2001,23174116.84,17210696.53,17210696.53,Comedy
7611,Josh Schwartz,90,Thomas McDonell,962,FunSize,2012,0,11233,3715,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,English,USA,PG-13,5.4,2.35,2012-10-26 00:00:00,2012,16388021.39,11014550.72,13071337.53,Comedy
7612,Josh Schwartz,90,Jackson Nicoll,925,FunSize,2012,0,11233,3715,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,English,USA,PG-13,5.4,2.35,2012-10-26 00:00:00,2012,16388021.39,11014550.72,13071337.53,Comedy
7613,Josh Schwartz,90,Osric Chau,635,FunSize,2012,0,11233,3715,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,English,USA,PG-13,5.4,2.35,2012-10-26 00:00:00,2012,16388021.39,11014550.72,13071337.53,Comedy
7614,Todd Field,143,Kate Winslet,14000,LittleChildren,2006,5000,92781,15337,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,English,USA,R,7.6,2.35,2006-10-06 00:00:00,2006,19797242.64,7725193.763,19968597.67,Romance Drama
7615,Todd Field,143,Noah Emmerich,617,LittleChildren,2006,5000,92781,15337,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,English,USA,R,7.6,2.35,2006-10-06 00:00:00,2006,19797242.64,7725193.763,19968597.67,Romance Drama
7616,Todd Field,143,Jane Adams,280,LittleChildren,2006,5000,92781,15337,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,English,USA,R,7.6,2.35,2006-10-06 00:00:00,2006,19797242.64,7725193.763,19968597.67,Romance Drama
7617,Davis Guggenheim,49,Norman Reedus,12000,Gossip,2000,853,12519,12776,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,English,USA,R,5.9,2.35,2000-04-21 00:00:00,2000,23915688.58,8727210.582,21509206.58,Thriller Drama
7618,Davis Guggenheim,49,Sharon Lawrence,215,Gossip,2000,853,12519,12776,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,English,USA,R,5.9,2.35,2000-04-21 00:00:00,2000,23915688.58,8727210.582,21509206.58,Thriller Drama
7619,Davis Guggenheim,49,Noam Jenkins,191,Gossip,2000,853,12519,12776,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,English,USA,R,5.9,2.35,2000-04-21 00:00:00,2000,23915688.58,8727210.582,21509206.58,Thriller Drama
7620,Tony Goldwyn,956,Viggo Mortensen,10000,AWalkontheMoon,1999,860,6782,10368,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,English,USA,R,6.6,1.85,1999-03-26 00:00:00,1999,24680990.62,8359781.189,8359781.189,Romance Drama
7621,Tony Goldwyn,956,Julie Kavner,233,AWalkontheMoon,1999,860,6782,10368,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,English,USA,R,6.6,1.85,1999-03-26 00:00:00,1999,24680990.62,8359781.189,8359781.189,Romance Drama
7622,Tony Goldwyn,956,Tovah Feldshuh,113,AWalkontheMoon,1999,860,6782,10368,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,English,USA,R,6.6,1.85,1999-03-26 00:00:00,1999,24680990.62,8359781.189,8359781.189,Romance Drama
7623,Phillip Noyce,176,Derek Luke,543,CatchaFire,2006,447,9334,678,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,English,France,PG-13,6.7,2.35,2006-10-27 00:00:00,2006,19797242.64,6080260.669,8176541.199,Romance Drama
7624,Phillip Noyce,176,Terry Pheto,113,CatchaFire,2006,447,9334,678,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,English,France,PG-13,6.7,2.35,2006-10-27 00:00:00,2006,19797242.64,6080260.669,8176541.199,Romance Drama
7625,Phillip Noyce,176,Bonnie Henna,15,CatchaFire,2006,447,9334,678,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,English,France,PG-13,6.7,2.35,2006-10-27 00:00:00,2006,19797242.64,6080260.669,8176541.199,Romance Drama
7626,Stephen Carpenter,12,Melissa Sagemiller,159,SoulSurvivors,2001,231,7277,417,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,English,USA,PG-13,3.9,1.85,2001-09-07 00:00:00,2001,23174116.84,5132487.528,7098308.133,Thriller Horror
7627,Stephen Carpenter,12,Angela Featherstone,102,SoulSurvivors,2001,231,7277,417,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,English,USA,PG-13,3.9,1.85,2001-09-07 00:00:00,2001,23174116.84,5132487.528,7098308.133,Thriller Horror
7628,Stephen Carpenter,12,Candace Kroslak,102,SoulSurvivors,2001,231,7277,417,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,English,USA,PG-13,3.9,1.85,2001-09-07 00:00:00,2001,23174116.84,5132487.528,7098308.133,Thriller Horror
7629,James Ivory,133,Seth Gilliam,423,JeffersoninParis,1995,127,2427,446,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,English,France,PG-13,5.7,1.85,1995-03-31 00:00:00,1995,27995058.29,4922387.096,4922387.096,Romance Drama
7630,James Ivory,133,Todd Boyce,15,JeffersoninParis,1995,127,2427,446,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,English,France,PG-13,5.7,1.85,1995-03-31 00:00:00,1995,27995058.29,4922387.096,4922387.096,Romance Drama
7631,James Ivory,133,Nigel Whitmey,5,JeffersoninParis,1995,127,2427,446,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,English,France,PG-13,5.7,1.85,1995-03-31 00:00:00,1995,27995058.29,4922387.096,4922387.096,Romance Drama
7632,Stephan Elliott,11,Colin Firth,14000,EasyVirtue,2008,2000,16444,16431,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,English,UK,PG-13,6.7,2.35,2009-05-22 00:00:00,2009,18012152.45,3418171.316,26423494.42,Comedy
7633,Stephan Elliott,11,Kristin Scott Thomas,1000,EasyVirtue,2008,2000,16444,16431,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,English,UK,PG-13,6.7,2.35,2009-05-22 00:00:00,2009,18012152.45,3418171.316,26423494.42,Comedy
7634,Stephan Elliott,11,Kris Marshall,548,EasyVirtue,2008,2000,16444,16431,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,English,UK,PG-13,6.7,2.35,2009-05-22 00:00:00,2009,18012152.45,3418171.316,26423494.42,Comedy
7635,James Fargo,109,Christopher Lee,16000,Caravans,1978,76,524,17250,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,English,Iran,PG,6.5,2.35,1978-01-01 00:00:00,1978,47822935.42,3415923.959,3415923.959,Action Adventure
7636,James Fargo,109,Joseph Cotten,469,Caravans,1978,76,524,17250,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,English,Iran,PG,6.5,2.35,1978-01-01 00:00:00,1978,47822935.42,3415923.959,3415923.959,Action Adventure
7637,James Fargo,109,Behrouz Vossoughi,324,Caravans,1978,76,524,17250,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,English,Iran,PG,6.5,2.35,1978-01-01 00:00:00,1978,47822935.42,3415923.959,3415923.959,Action Adventure
7638,Mike Leigh,608,Lesley Manville,149,MrTurner,2014,0,17933,390,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,English,UK,R,6.8,2.35,2014-12-19 00:00:00,2014,15387466.75,4350856.783,27683180.37,Romance Drama
7639,Mike Leigh,608,Ruth Sheen,44,MrTurner,2014,0,17933,390,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,English,UK,R,6.8,2.35,2014-12-19 00:00:00,2014,15387466.75,4350856.783,27683180.37,Romance Drama
7640,Mike Leigh,608,Karl Johnson,43,MrTurner,2014,0,17933,390,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,English,UK,R,6.8,2.35,2014-12-19 00:00:00,2014,15387466.75,4350856.783,27683180.37,Romance Drama
7641,Costa-Gavras,333,Sebastian Koch,380,Amen,2002,0,11077,1429,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,English,France,Unrated,7.3,1.85,2003-01-24 00:00:00,2003,21759243.78,426324.2006,426324.2006,Romance Drama
7642,Costa-Gavras,333,Mathieu Kassovitz,326,Amen,2002,0,11077,1429,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,English,France,Unrated,7.3,1.85,2003-01-24 00:00:00,2003,21759243.78,426324.2006,426324.2006,Romance Drama
7643,Costa-Gavras,333,Ulrich MÃ_he,284,Amen,2002,0,11077,1429,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,English,France,Unrated,7.3,1.85,2003-01-24 00:00:00,2003,21759243.78,426324.2006,426324.2006,Romance Drama
7644,Chao-Bin Su,2,Woo-sung Jung,149,ReignofAssassins,2010,1000,6069,243,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,Mandarin,China,R,6.9,2.35,2016-11-01 00:00:00,2016,14448000,0,11717565.36,Thriller Action
7645,Chao-Bin Su,2,Shawn Yue,32,ReignofAssassins,2010,1000,6069,243,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,Mandarin,China,R,6.9,2.35,2016-11-01 00:00:00,2016,14448000,0,11717565.36,Thriller Action
7646,Chao-Bin Su,2,Kelly Lin,21,ReignofAssassins,2010,1000,6069,243,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,Mandarin,China,R,6.9,2.35,2016-11-01 00:00:00,2016,14448000,0,11717565.36,Thriller Action
7647,Neil Burger,168,John Heard,697,TheLuckyOnes,2008,702,11704,2243,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,English,USA,R,7,1.85,2008-09-26 00:00:00,2008,18588541.33,354466.2223,354466.2223,Romance Drama
7648,Neil Burger,168,Katherine LaNasa,329,TheLuckyOnes,2008,702,11704,2243,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,English,USA,R,7,1.85,2008-09-26 00:00:00,2008,18588541.33,354466.2223,354466.2223,Romance Drama
7649,Neil Burger,168,Mark L. Young,322,TheLuckyOnes,2008,702,11704,2243,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,English,USA,R,7,1.85,2008-09-26 00:00:00,2008,18588541.33,354466.2223,354466.2223,Romance Drama
7650,Kenneth Lonergan,50,Matt Damon,13000,Margaret,2011,0,12053,14638,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,English,USA,R,6.5,1.85,2011-09-30 00:00:00,2011,16912438.07,57000.95647,752956.2395,Romance Drama
7651,Kenneth Lonergan,50,Kieran Culkin,1000,Margaret,2011,0,12053,14638,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,English,USA,R,6.5,1.85,2011-09-30 00:00:00,2011,16912438.07,57000.95647,752956.2395,Romance Drama
7652,Kenneth Lonergan,50,John Gallagher Jr.,338,Margaret,2011,0,12053,14638,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,English,USA,R,6.5,1.85,2011-09-30 00:00:00,2011,16912438.07,57000.95647,752956.2395,Romance Drama
7653,Rob Reiner,0,Madeline Carroll,1000,Flipped,2010,14000,60460,4377,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,English,USA,PG,7.7,1.85,2010-08-06 00:00:00,2010,17453636.09,2188202.251,2188202.251,Romance Drama
7654,Rob Reiner,0,Rebecca De Mornay,872,Flipped,2010,14000,60460,4377,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,English,USA,PG,7.7,1.85,2010-08-06 00:00:00,2010,17453636.09,2188202.251,2188202.251,Romance Drama
7655,Rob Reiner,0,Aidan Quinn,767,Flipped,2010,14000,60460,4377,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,English,USA,PG,7.7,1.85,2010-08-06 00:00:00,2010,17453636.09,2188202.251,2188202.251,Romance Drama
7656,Ang Lee,0,Jake Gyllenhaal,15000,BrokebackMountain,2005,13000,259837,39789,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,English,USA,R,7.7,1.85,2005-12-09 00:00:00,2005,20284820.44,121189049,258320873.8,Romance Drama
7657,Ang Lee,0,Heath Ledger,13000,BrokebackMountain,2005,13000,259837,39789,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,English,USA,R,7.7,1.85,2005-12-09 00:00:00,2005,20284820.44,121189049,258320873.8,Romance Drama
7658,Ang Lee,0,Anne Hathaway,11000,BrokebackMountain,2005,13000,259837,39789,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,English,USA,R,7.7,1.85,2005-12-09 00:00:00,2005,20284820.44,121189049,258320873.8,Romance Drama
7659,Amy Heckerling,143,Donald Faison,927,Clueless,1995,0,123390,1724,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,English,USA,PG-13,6.8,1.85,1995-07-01 00:00:00,1995,27395164.18,113176973.9,113176973.9,Comedy
7660,Amy Heckerling,143,Dan Hedaya,281,Clueless,1995,0,123390,1724,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,English,USA,PG-13,6.8,1.85,1995-07-01 00:00:00,1995,27395164.18,113176973.9,113176973.9,Comedy
7661,Amy Heckerling,143,Elisa Donovan,201,Clueless,1995,0,123390,1724,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,English,USA,PG-13,6.8,1.85,1995-07-01 00:00:00,1995,27395164.18,113176973.9,113176973.9,Comedy
7662,Steve Pink,38,Adam Scott,3000,HotTubTimeMachine,2015,0,28159,4702,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,English,USA,R,5.1,1.85,2010-03-26 00:00:00,2010,44880778.52,62670844.67,82241221.6,Comedy
7663,Steve Pink,38,Gillian Jacobs,837,HotTubTimeMachine,2015,0,28159,4702,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,English,USA,R,5.1,1.85,2010-03-26 00:00:00,2010,44880778.52,62670844.67,82241221.6,Comedy
7664,Steve Pink,38,Collette Wolfe,390,HotTubTimeMachine,2015,0,28159,4702,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,English,USA,R,5.1,1.85,2010-03-26 00:00:00,2010,44880778.52,62670844.67,82241221.6,Comedy
7665,Philip Kaufman,133,Kate Winslet,14000,Quills,2000,0,44795,14726,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,English,UK,R,7.4,1.85,2000-11-22 00:00:00,2000,23061556.85,12061836.54,20041497.36,Romance Drama
7666,Philip Kaufman,133,Stephen Marcus,230,Quills,2000,0,44795,14726,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,English,UK,R,7.4,1.85,2000-11-22 00:00:00,2000,23061556.85,12061836.54,20041497.36,Romance Drama
7667,Philip Kaufman,133,Amelia Warner,170,Quills,2000,0,44795,14726,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,English,UK,R,7.4,1.85,2000-11-22 00:00:00,2000,23061556.85,12061836.54,20041497.36,Romance Drama
7668,Martin McDonagh,454,Abbie Cornish,2000,SevenPsychopaths,2012,52000,185845,4757,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,English,UK,R,7.2,2.35,2012-10-12 00:00:00,2012,15802734.91,17586745.46,38670739.16,Comedy
7669,Martin McDonagh,454,Gabourey Sidibe,906,SevenPsychopaths,2012,52000,185845,4757,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,English,UK,R,7.2,2.35,2012-10-12 00:00:00,2012,15802734.91,17586745.46,38670739.16,Comedy
7670,Martin McDonagh,454,Michael Stuhlbarg,816,SevenPsychopaths,2012,52000,185845,4757,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,English,UK,R,7.2,2.35,2012-10-12 00:00:00,2012,15802734.91,17586745.46,38670739.16,Comedy
7671,Kasi Lemmons,148,Colm Feore,539,TheCavemansValentine,2001,329,5602,1767,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,English,USA,R,6,1.85,2001-03-02 00:00:00,2001,22346469.81,1137321.098,1477359.881,Thriller Drama
7672,Kasi Lemmons,148,Tamara Tunie,508,TheCavemansValentine,2001,329,5602,1767,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,English,USA,R,6,1.85,2001-03-02 00:00:00,2001,22346469.81,1137321.098,1477359.881,Thriller Drama
7673,Kasi Lemmons,148,Aunjanue Ellis,400,TheCavemansValentine,2001,329,5602,1767,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,English,USA,R,6,1.85,2001-03-02 00:00:00,2001,22346469.81,1137321.098,1477359.881,Thriller Drama
7674,,,Jacek Koman,70,TheBorder,,64,271,74,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,Polish,Poland,,7.4,,1982-01-29 00:00:00,1982,40655862.01,18426691.24,18426691.24,Thriller Drama
7675,,,Marian Dziedziel,2,TheBorder,,64,271,74,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,Polish,Poland,,7.4,,1982-01-29 00:00:00,1982,40655862.01,18426691.24,18426691.24,Thriller Drama
7676,,,Jaroslaw Boberek,2,TheBorder,,64,271,74,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,Polish,Poland,,7.4,,1982-01-29 00:00:00,1982,40655862.01,18426691.24,18426691.24,Thriller Drama
7677,Jonathan Glazer,143,Scarlett Johansson,19000,UndertheSkin,2013,29000,85022,19086,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,English,UK,R,6.3,1.85,2014-04-04 00:00:00,2014,14618093.41,2873335.739,7946453.833,Thriller Horror
7678,Jonathan Glazer,143,Paul Brannigan,50,UndertheSkin,2013,29000,85022,19086,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,English,UK,R,6.3,1.85,2014-04-04 00:00:00,2014,14618093.41,2873335.739,7946453.833,Thriller Horror
7679,Jonathan Glazer,143,Alison Chand,21,UndertheSkin,2013,29000,85022,19086,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,English,UK,R,6.3,1.85,2014-04-04 00:00:00,2014,14618093.41,2873335.739,7946453.833,Thriller Horror
7680,Barry Levinson,272,Robin Williams,49000,GoodMorningVietnam,1987,0,98348,50141,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1987-12-23 00:00:00,1987,33445236.48,318816382.3,318816382.3,Romance Drama
7681,Barry Levinson,272,J.T. Walsh,263,GoodMorningVietnam,1987,0,98348,50141,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1987-12-23 00:00:00,1987,33445236.48,318816382.3,318816382.3,Romance Drama
7682,Barry Levinson,272,Bruno Kirby,227,GoodMorningVietnam,1987,0,98348,50141,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,English,USA,R,7.3,1.85,1987-12-23 00:00:00,1987,33445236.48,318816382.3,318816382.3,Romance Drama
7683,Hyung-rae Shim,26,Jason Mewes,898,TheLastGodfather,2010,502,912,2895,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,English,South Korea,PG-13,3.6,1.78,2011-04-01 00:00:00,2011,16187619.3,198415.5155,198415.5155,Comedy
7684,Hyung-rae Shim,26,Stephanie Danielson,391,TheLastGodfather,2010,502,912,2895,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,English,South Korea,PG-13,3.6,1.78,2011-04-01 00:00:00,2011,16187619.3,198415.5155,198415.5155,Comedy
7685,Hyung-rae Shim,26,Michael Rispoli,385,TheLastGodfather,2010,502,912,2895,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,English,South Korea,PG-13,3.6,1.78,2011-04-01 00:00:00,2011,16187619.3,198415.5155,198415.5155,Comedy
7686,Jon M. Chu,209,Usher Raymond,569,JustinBieberNeverSayNever,2011,62000,74351,714,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,English,USA,G,1.6,1.85,2011-02-09 00:00:00,2011,15704406.78,88203087.96,119636321.9,Documentary
7687,Jon M. Chu,209,Sean Kingston,69,JustinBieberNeverSayNever,2011,62000,74351,714,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,English,USA,G,1.6,1.85,2011-02-09 00:00:00,2011,15704406.78,88203087.96,119636321.9,Documentary
7688,Jon M. Chu,209,Boys II Men,41,JustinBieberNeverSayNever,2011,62000,74351,714,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,English,USA,G,1.6,1.85,2011-02-09 00:00:00,2011,15704406.78,88203087.96,119636321.9,Documentary
7689,Darren Aronofsky,0,Natalie Portman,20000,BlackSwan,2010,106000,551363,38072,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,English,USA,R,8,2.35,2010-12-03 00:00:00,2010,16206947.8,133339144.9,412986329,Thriller Drama
7690,Darren Aronofsky,0,Mila Kunis,15000,BlackSwan,2010,106000,551363,38072,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,English,USA,R,8,2.35,2010-12-03 00:00:00,2010,16206947.8,133339144.9,412986329,Thriller Drama
7691,Darren Aronofsky,0,Mark Margolis,1000,BlackSwan,2010,106000,551363,38072,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,English,USA,R,8,2.35,2010-12-03 00:00:00,2010,16206947.8,133339144.9,412986329,Thriller Drama
7692,Francis Ford Coppola,0,Robert De Niro,22000,TheGodfatherPartII,1974,14000,790926,39960,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,English,USA,R,9,1.85,1974-12-11 00:00:00,1974,50369812.69,222014635.9,222014635.9,Romance Drama
7693,Francis Ford Coppola,0,Al Pacino,14000,TheGodfatherPartII,1974,14000,790926,39960,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,English,USA,R,9,1.85,1974-12-11 00:00:00,1974,50369812.69,222014635.9,222014635.9,Romance Drama
7694,Francis Ford Coppola,0,Robert Duvall,3000,TheGodfatherPartII,1974,14000,790926,39960,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,English,USA,R,9,1.85,1974-12-11 00:00:00,1974,50369812.69,222014635.9,222014635.9,Romance Drama
7695,Thomas Carter,49,Sean Patrick Thomas,656,SavetheLastDance,2001,0,47876,1307,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,1.85,2001-01-12 00:00:00,2001,21518822.78,150695117.5,202350311.7,Romance Drama
7696,Thomas Carter,49,Terry Kinney,363,SavetheLastDance,2001,0,47876,1307,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,1.85,2001-01-12 00:00:00,2001,21518822.78,150695117.5,202350311.7,Romance Drama
7697,Thomas Carter,49,Fredro Starr,237,SavetheLastDance,2001,0,47876,1307,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,English,USA,PG-13,6.1,1.85,2001-01-12 00:00:00,2001,21518822.78,150695117.5,202350311.7,Romance Drama
7698,Renny Harlin,212,Tuesday Knight,130,ANightmareonElmStreetTheDreamMaster,1988,0,36108,450,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,English,USA,R,5.7,1.85,1988-08-19 00:00:00,1988,32408174.88,123076024.7,123076024.7,Thriller Horror
7699,Renny Harlin,212,Rodney Eastman,125,ANightmareonElmStreetTheDreamMaster,1988,0,36108,450,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,English,USA,R,5.7,1.85,1988-08-19 00:00:00,1988,32408174.88,123076024.7,123076024.7,Thriller Horror
7700,Renny Harlin,212,Brooke Bundy,54,ANightmareonElmStreetTheDreamMaster,1988,0,36108,450,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,English,USA,R,5.7,1.85,1988-08-19 00:00:00,1988,32408174.88,123076024.7,123076024.7,Thriller Horror
7701,Patricia Riggen,36,Jennifer Garner,3000,MiraclesfromHeaven,2016,16000,6276,7833,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,English,USA,PG,6.8,1.85,2016-03-16 00:00:00,2016,13416000,63679686.94,76160279.04,Romance Drama
7702,Patricia Riggen,36,Brighton Sharbino,3000,MiraclesfromHeaven,2016,16000,6276,7833,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,English,USA,PG,6.8,1.85,2016-03-16 00:00:00,2016,13416000,63679686.94,76160279.04,Romance Drama
7703,Patricia Riggen,36,Martin Henderson,579,MiraclesfromHeaven,2016,16000,6276,7833,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,English,USA,PG,6.8,1.85,2016-03-16 00:00:00,2016,13416000,63679686.94,76160279.04,Romance Drama
7704,Danny Leiner,8,Jennifer Garner,3000,DudeWheresMyCar,2000,0,116625,6454,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,English,USA,PG-13,5.5,1.37,2000-12-15 00:00:00,2000,22207425.11,79826082.59,125011228.1,Comedy
7705,Danny Leiner,8,Mary Lynn Rajskub,934,DudeWheresMyCar,2000,0,116625,6454,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,English,USA,PG-13,5.5,1.37,2000-12-15 00:00:00,2000,22207425.11,79826082.59,125011228.1,Comedy
7706,Danny Leiner,8,Marla Sokoloff,612,DudeWheresMyCar,2000,0,116625,6454,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,English,USA,PG-13,5.5,1.37,2000-12-15 00:00:00,2000,22207425.11,79826082.59,125011228.1,Comedy
7707,Christopher Cain,58,Jack Palance,549,YoungGuns,1988,0,42614,1747,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,English,USA,R,6.8,1.85,1988-08-12 00:00:00,1988,32408174.88,111500684.7,111500684.7,Thriller Drama
7708,Christopher Cain,58,Patrick Wayne,439,YoungGuns,1988,0,42614,1747,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,English,USA,R,6.8,1.85,1988-08-12 00:00:00,1988,32408174.88,111500684.7,111500684.7,Thriller Drama
